"priority","event","emotion","variant","sex","kind","subtitle","audio_path","recording_status","seed_audio_path","seed_source","seed_license"
"P2","hold","controlled","9","Female","pool","Don't give ground!","Voice\Battlefield\Female\hold__controlled 8.ogg","recording_required","","",""
"P2","hold","controlled","9","Male","pool","Don't give ground!","Voice\Battlefield\Male\hold__controlled 8.ogg","recording_required","","",""
"P2","rally","controlled","0","Female","pool","Stay with me!","Voice\Battlefield\Female\rally__controlled.ogg","recording_required","","",""
"P2","rally","controlled","0","Male","pool","Stay with me!","Voice\Battlefield\Male\rally__controlled.ogg","recording_required","","",""
"P2","rally","controlled","1","Female","pool","Keep it together!","Voice\Battlefield\Female\rally__controlled 0.ogg","recording_required","","",""
"P2","rally","controlled","1","Male","pool","Keep it together!","Voice\Battlefield\Male\rally__controlled 0.ogg","recording_required","","",""
"P2","rally","controlled","2","Female","pool","Back in the fight!","Voice\Battlefield\Female\rally__controlled 1.ogg","recording_required","","",""
"P2","rally","controlled","2","Male","pool","Back in the fight!","Voice\Battlefield\Male\rally__controlled 1.ogg","recording_required","","",""
"P2","rally","controlled","3","Female","pool","Move, you're okay!","Voice\Battlefield\Female\rally__controlled 2.ogg","recording_required","","",""
"P2","rally","controlled","3","Male","pool","Move, you're okay!","Voice\Battlefield\Male\rally__controlled 2.ogg","recording_required","","",""
"P2","rally","controlled","4","Female","pool","On your feet!","Voice\Battlefield\Female\rally__controlled 3.ogg","recording_required","","",""
"P2","rally","controlled","4","Male","pool","On your feet!","Voice\Battlefield\Male\rally__controlled 3.ogg","recording_required","","",""
"P2","rally","controlled","5","Female","pool","Come on, move!","Voice\Battlefield\Female\rally__controlled 4.ogg","recording_required","","",""
"P2","rally","controlled","5","Male","pool","Come on, move!","Voice\Battlefield\Male\rally__controlled 4.ogg","recording_required","","",""
"P2","rally","controlled","6","Female","pool","Hold it together!","Voice\Battlefield\Female\rally__controlled 5.ogg","recording_required","","",""
"P2","rally","controlled","6","Male","pool","Hold it together!","Voice\Battlefield\Male\rally__controlled 5.ogg","recording_required","","",""
"P2","rally","controlled","7","Female","pool","We can still fight!","Voice\Battlefield\Female\rally__controlled 6.ogg","recording_required","","",""
"P2","rally","controlled","7","Male","pool","We can still fight!","Voice\Battlefield\Male\rally__controlled 6.ogg","recording_required","","",""
"P2","rally","controlled","8","Female","pool","Stay sharp!","Voice\Battlefield\Female\rally__controlled 7.ogg","recording_required","","",""
"P2","rally","controlled","8","Male","pool","Stay sharp!","Voice\Battlefield\Male\rally__controlled 7.ogg","recording_required","","",""
"P2","rally","controlled","9","Female","pool","Keep moving!","Voice\Battlefield\Female\rally__controlled 8.ogg","recording_required","","",""
"P2","rally","controlled","9","Male","pool","Keep moving!","Voice\Battlefield\Male\rally__controlled 8.ogg","recording_required","","",""
"P2","rally","distressed","0","Female","emotional_override","Stay with us!","Voice\Battlefield\Female\rally__distressed.ogg","recording_required","","",""
"P2","rally","distressed","0","Male","emotional_override","Stay with us!","Voice\Battlefield\Male\rally__distressed.ogg","recording_required","","",""
"P2","regroup","controlled","0","Female","pool","Regroup!","Voice\Battlefield\Female\regroup__controlled.ogg","recording_required","","",""
"P2","regroup","controlled","0","Male","pool","Regroup!","Voice\Battlefield\Male\regroup__controlled.ogg","recording_required","","",""
"P2","regroup","controlled","1","Female","pool","Get together!","Voice\Battlefield\Female\regroup__controlled 0.ogg","recording_required","","",""
"P2","regroup","controlled","1","Male","pool","Get together!","Voice\Battlefield\Male\regroup__controlled 0.ogg","recording_required","","",""
"P2","regroup","controlled","2","Female","pool","Stay together!","Voice\Battlefield\Female\regroup__controlled 1.ogg","recording_required","","",""
"P2","regroup","controlled","2","Male","pool","Stay together!","Voice\Battlefield\Male\regroup__controlled 1.ogg","recording_required","","",""
"P2","regroup","controlled","3","Female","pool","Back to the group!","Voice\Battlefield\Female\regroup__controlled 2.ogg","recording_required","","",""
"P2","regroup","controlled","3","Male","pool","Back to the group!","Voice\Battlefield\Male\regroup__controlled 2.ogg","recording_required","","",""
"P2","regroup","controlled","4","Female","pool","Close up!","Voice\Battlefield\Female\regroup__controlled 3.ogg","recording_required","","",""
"P2","regroup","controlled","4","Male","pool","Close up!","Voice\Battlefield\Male\regroup__controlled 3.ogg","recording_required","","",""
"P2","regroup","controlled","5","Female","pool","Don't get isolated!","Voice\Battlefield\Female\regroup__controlled 4.ogg","recording_required","","",""
"P2","regroup","controlled","5","Male","pool","Don't get isolated!","Voice\Battlefield\Male\regroup__controlled 4.ogg","recording_required","","",""
"P2","regroup","controlled","6","Female","pool","Form up!","Voice\Battlefield\Female\regroup__controlled 5.ogg","recording_required","","",""
"P2","regroup","controlled","6","Male","pool","Form up!","Voice\Battlefield\Male\regroup__controlled 5.ogg","recording_required","","",""
"P2","regroup","controlled","7","Female","pool","Everyone together!","Voice\Battlefield\Female\regroup__controlled 6.ogg","recording_required","","",""
"P2","regroup","controlled","7","Male","pool","Everyone together!","Voice\Battlefield\Male\regroup__controlled 6.ogg","recording_required","","",""
"P2","regroup","controlled","8","Female","pool","Rejoin the team!","Voice\Battlefield\Female\regroup__controlled 7.ogg","recording_required","","",""
"P2","regroup","controlled","8","Male","pool","Rejoin the team!","Voice\Battlefield\Male\regroup__controlled 7.ogg","recording_required","","",""
"P2","regroup","controlled","9","Female","pool","Stack back up!","Voice\Battlefield\Female\regroup__controlled 8.ogg","recording_required","","",""
"P2","regroup","controlled","9","Male","pool","Stack back up!","Voice\Battlefield\Male\regroup__controlled 8.ogg","recording_required","","",""
"P2","reinforce","controlled","0","Female","pool","Call the others!","Voice\Battlefield\Female\reinforce__controlled.ogg","recording_required","","",""
"P2","reinforce","controlled","0","Male","pool","Call the others!","Voice\Battlefield\Male\reinforce__controlled.ogg","recording_required","","",""
"P2","reinforce","controlled","1","Female","pool","Report it!","Voice\Battlefield\Female\reinforce__controlled 0.ogg","recording_required","","",""
"P2","reinforce","controlled","1","Male","pool","Report it!","Voice\Battlefield\Male\reinforce__controlled 0.ogg","recording_required","","",""
"P2","reinforce","controlled","2","Female","pool","Alert everyone!","Voice\Battlefield\Female\reinforce__controlled 1.ogg","recording_required","","",""
"P2","reinforce","controlled","2","Male","pool","Alert everyone!","Voice\Battlefield\Male\reinforce__controlled 1.ogg","recording_required","","",""
"P2","reinforce","controlled","3","Female","pool","Bring the others!","Voice\Battlefield\Female\reinforce__controlled 2.ogg","recording_required","","",""
"P2","reinforce","controlled","3","Male","pool","Bring the others!","Voice\Battlefield\Male\reinforce__controlled 2.ogg","recording_required","","",""
"P2","reinforce","controlled","4","Female","pool","Contact, call support!","Voice\Battlefield\Female\reinforce__controlled 3.ogg","recording_required","","",""
"P2","reinforce","controlled","4","Male","pool","Contact, call support!","Voice\Battlefield\Male\reinforce__controlled 3.ogg","recording_required","","",""
"P2","reinforce","controlled","5","Female","pool","Get on the radio!","Voice\Battlefield\Female\reinforce__controlled 4.ogg","recording_required","","",""
"P2","reinforce","controlled","5","Male","pool","Get on the radio!","Voice\Battlefield\Male\reinforce__controlled 4.ogg","recording_required","","",""
"P2","reinforce","controlled","6","Female","pool","Call the squad!","Voice\Battlefield\Female\reinforce__controlled 5.ogg","recording_required","","",""
"P2","reinforce","controlled","6","Male","pool","Call the squad!","Voice\Battlefield\Male\reinforce__controlled 5.ogg","recording_required","","",""
"P2","reinforce","controlled","7","Female","pool","We need support here!","Voice\Battlefield\Female\reinforce__controlled 6.ogg","recording_required","","",""
"P2","reinforce","controlled","7","Male","pool","We need support here!","Voice\Battlefield\Male\reinforce__controlled 6.ogg","recording_required","","",""
"P2","reinforce","controlled","8","Female","pool","Get reinforcements!","Voice\Battlefield\Female\reinforce__controlled 7.ogg","recording_required","","",""
"P2","reinforce","controlled","8","Male","pool","Get reinforcements!","Voice\Battlefield\Male\reinforce__controlled 7.ogg","recording_required","","",""
"P2","reinforce","controlled","9","Female","pool","Report contact!","Voice\Battlefield\Female\reinforce__controlled 8.ogg","recording_required","","",""
"P2","reinforce","controlled","9","Male","pool","Report contact!","Voice\Battlefield\Male\reinforce__controlled 8.ogg","recording_required","","",""
"P2","search","controlled","0","Female","pool","Check that noise!","Voice\Battlefield\Female\search__controlled.ogg","recording_required","","",""
"P2","search","controlled","0","Male","pool","Check that noise!","Voice\Battlefield\Male\search__controlled.ogg","recording_required","","",""
"P2","search","controlled","1","Female","pool","Search there!","Voice\Battlefield\Female\search__controlled 0.ogg","recording_required","","",""
"P2","search","controlled","1","Male","pool","Search there!","Voice\Battlefield\Male\search__controlled 0.ogg","recording_required","","",""
"P2","search","controlled","2","Female","pool","Look around!","Voice\Battlefield\Female\search__controlled 1.ogg","recording_required","","",""
"P2","search","controlled","2","Male","pool","Look around!","Voice\Battlefield\Male\search__controlled 1.ogg","recording_required","","",""
"P2","search","controlled","3","Female","pool","Go check it!","Voice\Battlefield\Female\search__controlled 2.ogg","recording_required","","",""
"P2","search","controlled","3","Male","pool","Go check it!","Voice\Battlefield\Male\search__controlled 2.ogg","recording_required","","",""
"P2","search","controlled","4","Female","pool","Something's there!","Voice\Battlefield\Female\search__controlled 3.ogg","recording_required","","",""
"P2","search","controlled","4","Male","pool","Something's there!","Voice\Battlefield\Male\search__controlled 3.ogg","recording_required","","",""
"P2","search","controlled","5","Female","pool","Watch that area!","Voice\Battlefield\Female\search__controlled 4.ogg","recording_required","","",""
"P2","search","controlled","5","Male","pool","Watch that area!","Voice\Battlefield\Male\search__controlled 4.ogg","recording_required","","",""
"P2","search","controlled","6","Female","pool","Search that position!","Voice\Battlefield\Female\search__controlled 5.ogg","recording_required","","",""
"P2","search","controlled","6","Male","pool","Search that position!","Voice\Battlefield\Male\search__controlled 5.ogg","recording_required","","",""
"P2","search","controlled","7","Female","pool","Check it out!","Voice\Battlefield\Female\search__controlled 6.ogg","recording_required","","",""
"P2","search","controlled","7","Male","pool","Check it out!","Voice\Battlefield\Male\search__controlled 6.ogg","recording_required","","",""
"P2","search","controlled","8","Female","pool","Eyes open!","Voice\Battlefield\Female\search__controlled 7.ogg","recording_required","","",""
"P2","search","controlled","8","Male","pool","Eyes open!","Voice\Battlefield\Male\search__controlled 7.ogg","recording_required","","",""
"P2","search","controlled","9","Female","pool","Find out what that was!","Voice\Battlefield\Female\search__controlled 8.ogg","recording_required","","",""
"P2","search","controlled","9","Male","pool","Find out what that was!","Voice\Battlefield\Male\search__controlled 8.ogg","recording_required","","",""
